spd,eq_opp_diff,avg_odds_diff,dispImp,thresh
0.029183201058201047,0.0049624992950996205,0.023292786133129184,1.0329321765090027,0.01
0.023528439153439162,0.0049624992950996205,0.02006685266554603,1.0267395756994946,0.0198989898989899
0.024024470899470796,0.0049624992950996205,0.020536539578437374,1.027442536876499,0.029797979797979796
0.022718253968254,0.0049624992950996205,0.01978747801476438,1.0259902394733855,0.039696969696969696
0.02051917989417995,0.0049624992950996205,0.018459042175309137,1.0234864399401957,0.049595959595959596
0.02141203703703709,0.0049624992950996205,0.019038416451091278,1.0245334848915413,0.059494949494949496
0.02230489417989423,0.0049624992950996205,0.01961779072687342,1.0255826743281942,0.06939393939393938
0.02319775132275137,0.0049624992950996205,0.020197165002655615,1.0266340148451887,0.07929292929292929
0.02187500000000009,0.0049624992950996205,0.019388103513982513,1.0251153254741159,0.08919191919191918
0.022321428571428603,0.0049624992950996205,0.019677790651873583,1.0256410256410258,0.09909090909090908
0.024107142857142883,0.0049624992950996205,0.020836539203437865,1.027749229188078,0.10898989898989898
0.024553571428571508,0.0049624992950996205,0.021126226341328935,1.0282776349614398,0.11888888888888888
0.022800925925925974,0.0049624992950996205,0.020087477639764817,1.0262861935533063,0.12878787878787878
0.02414021164021163,0.0049624992950996205,0.020956539053438028,1.027873234058801,0.1386868686868687
0.025033068783068768,0.0049624992950996205,0.02153591332922017,1.0289339907502961,0.1485858585858586
0.025479497354497394,0.0049624992950996205,0.02182560046711124,1.0294651905390162,0.15848484848484848
0.025479497354497394,0.0049624992950996205,0.02182560046711124,1.0294651905390162,0.16838383838383839
0.023743386243386233,0.0049624992950996205,0.02084685169054723,1.0275285637604479,0.1782828282828283
0.02066798941798942,0.0049624992950996205,0.018999041500309954,1.0239877182882364,0.18818181818181817
0.021114417989418044,0.0049624992950996205,0.019288728638201025,1.0245185569187643,0.19808080808080808
0.02157738095238093,0.0049624992950996205,0.01963841570109226,1.025108225108225,0.207979797979798
0.02336309523809521,0.0049624992950996205,0.02079716425265654,1.0272427555092833,0.21787878787878787
0.02425595238095235,0.0049624992950996205,0.021376538528438738,1.0283133576515546,0.22777777777777777
0.023379629629629695,0.0049624992950996205,0.02085716417765665,1.0273046769397136,0.23767676767676768
0.02382605820105821,0.0049624992950996205,0.02114685131554772,1.027840568789969,0.24757575757575756
0.02382605820105821,0.0049624992950996205,0.02114685131554772,1.027840568789969,0.25747474747474747
0.021180555555555536,0.0049624992950996205,0.019528728338201462,1.0247493189590215,0.2673737373737374
0.021180555555555536,0.0049624992950996205,0.019528728338201462,1.0247493189590215,0.2772727272727273
0.02162698412698416,0.0049624992950996205,0.019818415476092532,1.0252841568081652,0.2871717171717172
0.019874338624338628,0.0049624992950996205,0.01877966677452836,1.0232594140640117,0.29707070707070704
0.019874338624338628,0.0049624992950996205,0.01877966677452836,1.0232594140640117,0.30696969696969695
0.020320767195767142,0.0049624992950996205,0.019069353912419484,1.023794311823585,0.31686868686868686
0.020767195767195767,0.0049624992950996205,0.019359041050310555,1.0243297690996436,0.32676767676767676
0.021213624338624282,0.0049624992950996205,0.019648728188201625,1.0248657867705486,0.33666666666666667
0.02210648148148142,0.0049624992950996205,0.020228102463983766,1.0259395068195487,0.3465656565656566
0.02210648148148142,0.0049624992950996205,0.020228102463983766,1.0259395068195487,0.3564646464646465
0.02210648148148142,0.0049624992950996205,0.020228102463983766,1.0259395068195487,0.36636363636363634
0.02299933862433856,0.0049624992950996205,0.020807476739765907,1.0270154790343569,0.37626262626262624
0.023445767195767186,0.0049624992950996205,0.021097163877656977,1.0275543119194746,0.38616161616161615
0.022123015873015905,0.0049624992950996205,0.020288102388983875,1.0259997668182348,0.39606060606060606
0.02256944444444442,0.0049624992950996205,0.020577789526875,1.026538349372995,0.40595959595959596
0.023015873015873045,0.0049624992950996205,0.02086747666476607,1.027077497665733,0.41585858585858587
0.02346230158730156,0.0049624992950996205,0.021157163802657142,1.0276172125883107,0.4257575757575757
0.02346230158730156,0.0049624992950996205,0.021157163802657142,1.0276172125883107,0.43565656565656563
